,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_brand,CPU_base_clock_speed,PrimaryStorage,PrimaryStorageType,SecondaryStorage,SecondaryStorageType,GPU_company
170,Huawei,Ultrabook,13.0,8.0,Windows 10,1.05,1349.0,Full HD,2160.0,1440.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
171,HP,Notebook,17.3,6.0,Windows 10,2.71,699.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,2,TB HDD,0,No,AMD
172,Lenovo,Notebook,15.6,4.0,No OS,2.2,309.0,Standard,1366.0,768.0,No,No,No,AMD,2.9,500,GB HDD,0,No,AMD
173,Toshiba,Notebook,15.6,4.0,Windows 10,2.0,489.0,Standard,1366.0,768.0,No,No,No,Intel,2.4,500,GB HDD,0,No,Intel
174,HP,Notebook,17.3,8.0,Windows 10,2.5,923.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Nvidia
175,Dell,Notebook,15.6,8.0,Windows 10,2.3,459.0,Standard,1366.0,768.0,No,No,No,Intel,2.4,1,TB HDD,0,No,Intel
176,Acer,Notebook,15.6,4.0,Windows 10,2.1,449.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
177,MSI,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,512,GB SSD,1024,HDD,Nvidia
178,Lenovo,Notebook,15.6,8.0,Windows 10,1.9,813.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,AMD
179,HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.29,1499.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.6,256,GB SSD,0,No,Intel
180,Dell,Notebook,15.6,16.0,Linux,2.02,1049.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,2048,HDD,AMD
181,Dell,Ultrabook,13.3,8.0,Windows 10,1.23,1399.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
182,Lenovo,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,1849.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.8,512,GB SSD,0,No,Intel
183,Toshiba,Notebook,15.6,8.0,Windows 10,2.0,793.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,128,GB SSD,0,No,Intel
184,Xiaomi,Notebook,15.6,8.0,No OS,1.95,1199.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,256,GB SSD,0,No,Nvidia
185,Dell,Notebook,17.3,16.0,Windows 10,2.77,1549.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.8,512,GB SSD,0,No,Nvidia
186,Dell,Notebook,15.6,16.0,Windows 10,2.06,2397.0,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
187,Lenovo,Gaming,15.6,8.0,No OS,2.4,779.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
188,Acer,Ultrabook,13.3,8.0,Windows 10,1.12,989.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.2,256,GB SSD,0,No,Intel
189,Dell,Notebook,17.3,8.0,Windows 10,2.8,1085.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,1024,HDD,AMD
190,Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,2711.2200000000007,Standard,2560.0,1440.0,Yes,No,No,Intel,2.7,1,TB SSD,0,No,Intel
191,Vero,Notebook,14.0,4.0,Windows 10,1.3,260.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
192,Xiaomi,Ultrabook,13.3,8.0,No OS,1.3,999.9,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
193,Lenovo,Notebook,17.3,8.0,No OS,2.8,698.0,Standard,1600.0,900.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Nvidia
194,Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,839.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.8,1,TB HDD,0,No,Intel
195,HP,Notebook,17.3,8.0,Windows 10,2.5,914.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,1,TB HDD,0,No,Nvidia
196,Razer,Gaming,17.3,16.0,Windows 10,3.49,2711.2200000000007,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.9,1,TB SSD,0,No,Nvidia
197,HP,Notebook,13.3,8.0,Windows 10,1.49,959.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,512,GB SSD,0,No,Intel
198,HP,Gaming,17.3,16.0,Windows 10,3.35,1379.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
199,HP,Notebook,17.3,8.0,Windows 10,2.5,1045.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,Nvidia
200,Dell,Gaming,15.6,16.0,Windows 10,2.65,1845.0,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.8,512,GB SSD,1024,HDD,Nvidia
201,Lenovo,Notebook,15.6,4.0,Windows 10,2.1,493.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,128,GB SSD,0,No,Intel
202,Acer,Notebook,15.6,8.0,Windows 10,2.23,742.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Nvidia
203,Lenovo,Gaming,15.6,16.0,Windows 10,3.2,1749.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,512,GB SSD,1024,HDD,Nvidia
204,Dell,Workstation,15.6,16.0,Windows 10,2.8,2711.2200000000007,4K Ultra HD,3840.0,2160.0,No,No,No,Intel,3.0,256,GB SSD,1024,HDD,Nvidia
205,Lenovo,Gaming,15.6,16.0,No OS,2.4,1398.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
206,Dell,Notebook,15.6,6.0,Windows 10,2.3,439.0,Standard,1366.0,768.0,Yes,No,No,Intel,2.4,1,TB HDD,0,No,Intel
207,Dell,Ultrabook,13.3,8.0,Windows 10,1.21,1949.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.8,256,GB SSD,0,No,Intel
208,Dell,Ultrabook,13.3,8.0,Windows 10,1.2,1449.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,Intel
209,Lenovo,Notebook,15.6,8.0,Windows 10,2.2,597.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
210,Acer,Notebook,15.6,8.0,Linux,2.4,779.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB HDD,0,No,Nvidia
211,Asus,Gaming,17.3,16.0,Windows 10,2.9,1407.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
212,HP,Notebook,15.6,4.0,No OS,2.1,349.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
213,Lenovo,Notebook,15.6,8.0,No OS,2.2,549.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
214,Huawei,Ultrabook,13.0,8.0,Windows 10,1.05,1499.0,Full HD,2160.0,1440.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
215,Dell,Ultrabook,13.3,8.0,Windows 10,1.4,931.88,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,256,GB SSD,0,No,AMD
216,Lenovo,Notebook,17.3,8.0,No OS,2.8,589.0,Standard,1600.0,900.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
217,HP,Notebook,14.0,8.0,Windows 10,1.63,1031.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,Nvidia
218,Dell,Ultrabook,14.0,8.0,Windows 10,1.6,1149.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
219,Dell,2 in 1 Convertible,13.3,16.0,Windows 10,1.62,1279.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.8,512,GB SSD,0,No,Intel
220,Dell,Notebook,15.6,8.0,Linux,2.2,677.35,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,AMD
221,Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.74,899.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,256,GB SSD,0,No,Intel
222,Toshiba,Ultrabook,13.3,8.0,Windows 10,1.2,1363.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
223,HP,Notebook,15.6,8.0,Windows 10,2.1,794.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,1,TB HDD,0,No,Intel
224,Dell,Gaming,17.3,16.0,Windows 10,3.78,2456.34,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
225,Acer,Notebook,15.6,8.0,Windows 10,2.2,832.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Nvidia
226,Dell,Notebook,15.6,16.0,Windows 10,2.3,859.01,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,1,TB HDD,0,No,AMD
227,Asus,Notebook,15.6,8.0,Windows 10,2.0,769.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
228,Asus,Notebook,17.3,8.0,Windows 10,2.69,891.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,500,HDD,Nvidia
229,HP,Notebook,15.6,8.0,Windows 10,1.9,1269.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,AMD
230,Asus,Notebook,15.6,4.0,Windows 10,2.37,398.99,Standard,1366.0,768.0,No,No,No,Intel,2.4,1,TB HDD,0,No,Intel
231,HP,Notebook,15.6,4.0,Windows 10,2.1,330.0,Standard,1366.0,768.0,No,No,No,AMD,1.5,500,GB HDD,0,No,AMD
232,Lenovo,Gaming,15.6,16.0,Windows 10,3.2,1499.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
233,Dell,Notebook,14.0,8.0,Windows 10,1.6,859.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
234,Acer,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,689.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.3,256,GB SSD,0,No,Intel
235,Dell,Notebook,15.6,16.0,Linux,2.36,899.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,AMD
236,Acer,Notebook,15.6,4.0,Linux,2.1,390.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
237,Asus,Notebook,15.6,4.0,Windows 10,2.2,575.0,Full HD,1920.0,1080.0,No,No,No,AMD,2.5,128,GB SSD,1024,HDD,AMD
238,Asus,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,512,GB SSD,1024,HDD,Nvidia
239,Acer,Gaming,15.6,8.0,Windows 10,2.5,846.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
240,Lenovo,Notebook,15.6,8.0,Windows 10,2.2,589.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
241,Asus,Notebook,17.3,8.0,Windows 10,2.1,1145.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,1024,HDD,Nvidia
242,Asus,Notebook,17.3,8.0,No OS,2.69,889.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,128,GB SSD,1024,HDD,Nvidia
243,Dell,Gaming,15.6,8.0,Windows 10,2.56,879.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
244,Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,1079.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
245,Dell,Notebook,15.6,8.0,Windows 10,2.2,985.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,2048,HDD,AMD
246,HP,Notebook,15.6,8.0,Windows 10,2.04,559.0,Standard,1366.0,768.0,Yes,No,No,Intel,2.5,1,TB HDD,0,No,Intel
247,Asus,Gaming,17.3,16.0,Windows 10,3.6,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,256,GB SSD,0,No,Nvidia
248,HP,Notebook,13.3,4.0,Windows 10,1.49,675.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,500,GB HDD,0,No,Intel
249,Apple,Ultrabook,13.3,8.0,macOS,1.37,2040.0,Standard,2560.0,1600.0,No,Yes,Yes,Intel,3.1,512,GB SSD,0,No,Intel
250,Dell,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,819.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.8,1,TB HDD,0,No,Intel
251,Asus,Gaming,17.3,16.0,Windows 10,3.78,1799.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
252,Asus,Notebook,15.6,4.0,Windows 10,1.68,469.0,Standard,1366.0,768.0,No,No,No,AMD,3.0,1,TB HDD,0,No,AMD
253,Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.37,1849.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.8,512,GB SSD,0,No,Intel
254,Acer,Notebook,17.3,4.0,Windows 10,3.0,702.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Nvidia
255,Dell,Ultrabook,13.3,8.0,Windows 10,1.41,949.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
256,HP,Notebook,15.6,8.0,Windows 10,1.91,445.9,Standard,1366.0,768.0,No,No,No,AMD,2.5,128,GB SSD,0,No,AMD
257,HP,Notebook,17.3,16.0,Windows 10,2.9,1059.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,1,TB HDD,0,No,Nvidia
258,MSI,Gaming,17.3,16.0,Windows 10,3.78,2499.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,1024,HDD,Nvidia
259,Lenovo,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,1699.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.8,512,GB SSD,0,No,Nvidia
260,Dell,Notebook,17.3,8.0,Windows 10,2.8,1142.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,1024,HDD,AMD
261,Lenovo,Notebook,15.6,4.0,No OS,2.2,444.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,256,GB SSD,0,No,Intel
262,HP,Notebook,15.6,4.0,Windows 10,2.1,722.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,500,GB HDD,0,No,Intel
263,Dell,Notebook,15.6,4.0,Windows 10,2.18,657.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
264,Dell,Notebook,15.6,8.0,Windows 10,2.24,565.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,AMD
265,Dell,2 in 1 Convertible,15.6,8.0,Windows 10,2.67,799.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.6,256,GB SSD,0,No,Intel
266,Asus,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,1499.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.8,512,GB SSD,512,SSD,Intel
267,Lenovo,Notebook,15.6,4.0,No OS,2.2,467.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
268,HP,Notebook,17.3,8.0,Windows 10,2.5,1018.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,1,TB HDD,0,No,Nvidia
269,Lenovo,Notebook,15.6,8.0,Windows 10,2.05,880.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,Intel
270,Apple,Ultrabook,13.3,8.0,macOS,1.37,1958.9,Standard,2560.0,1600.0,No,Yes,Yes,Intel,2.9,512,GB SSD,0,No,Intel
271,Asus,Gaming,17.3,16.0,Windows 10,3.2,1549.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.0,256,GB SSD,1024,HDD,AMD
272,Dell,Notebook,15.6,8.0,Linux,2.14,735.07,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,AMD
273,Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.36,2499.0,Standard,2560.0,1440.0,Yes,No,No,Intel,2.6,512,GB SSD,0,No,Intel
274,Toshiba,Notebook,15.6,8.0,Windows 10,2.2,812.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,500,GB HDD,0,No,Nvidia
275,Dell,Notebook,15.6,12.0,Windows 10,2.3,713.07,Standard,1366.0,768.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Intel
276,Dell,Notebook,17.3,8.0,Linux,2.8,1099.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,1024,HDD,AMD
277,Acer,Notebook,15.6,8.0,Windows 10,2.2,745.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,1,TB HDD,0,No,Nvidia
278,Lenovo,Notebook,17.3,4.0,Windows 10,2.8,489.0,Standard,1600.0,900.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
279,Lenovo,Notebook,17.3,8.0,No OS,2.8,849.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,2,TB HDD,0,No,Nvidia
280,Lenovo,Notebook,17.3,6.0,Windows 10,2.8,859.0,Standard,1600.0,900.0,No,No,No,Intel,2.7,128,GB SSD,1024,HDD,Nvidia
281,Dell,Notebook,15.6,4.0,Linux,2.25,428.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,AMD
282,Lenovo,Gaming,15.6,8.0,Windows 10,2.5,829.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
283,Lenovo,Notebook,15.6,6.0,Windows 10,2.2,579.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
284,Acer,Notebook,15.6,8.0,Windows 10,3.0,951.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,256,GB SSD,0,No,Nvidia
285,Acer,Notebook,15.6,12.0,Windows 10,2.15,659.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.7,1,TB HDD,0,No,Intel
286,Lenovo,Notebook,15.6,8.0,Windows 10,1.95,1097.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
287,Asus,Ultrabook,15.6,8.0,Windows 10,1.7,977.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
288,Lenovo,Gaming,15.6,16.0,Windows 10,2.5,1179.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
289,Lenovo,Notebook,15.6,8.0,No OS,2.2,659.01,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Nvidia
290,Acer,Notebook,15.6,2.0,Chrome OS,2.19,229.0,Standard,1366.0,768.0,No,No,No,Intel,1.5,16,GB SSD,0,No,Intel
291,Asus,Gaming,17.3,8.0,Windows 10,3.0,1187.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB HDD,0,No,Nvidia
292,HP,Notebook,17.3,8.0,Windows 10,2.54,489.0,Standard,1600.0,900.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
293,Dell,Notebook,15.6,8.0,Windows 10,2.0,1829.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
294,Lenovo,Notebook,15.6,8.0,Windows 10,2.05,739.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
295,Lenovo,Gaming,15.6,8.0,Windows 10,3.2,1299.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,1,TB HDD,0,No,Nvidia
296,Acer,Notebook,15.6,8.0,Linux,2.5,979.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
297,Dell,Workstation,17.3,16.0,Windows 10,3.42,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,256,GB SSD,0,No,Nvidia
298,Lenovo,Notebook,15.6,6.0,Windows 10,2.4,499.0,Full HD,1920.0,1080.0,No,No,No,AMD,2.4,1,TB HDD,0,No,AMD
299,Asus,Ultrabook,15.6,16.0,Windows 10,1.63,1468.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Nvidia
300,Asus,Notebook,14.0,4.0,Windows 10,1.3,509.0,Standard,1366.0,768.0,No,No,No,Intel,2.4,128,GB SSD,0,No,Intel
301,Asus,Gaming,17.3,16.0,Windows 10,2.9,2122.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
302,Lenovo,Notebook,17.3,6.0,Windows 10,2.8,649.0,Standard,1600.0,900.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
303,Lenovo,Notebook,15.6,8.0,No OS,2.2,549.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,2,TB HDD,0,No,Nvidia
304,Asus,Gaming,15.6,8.0,Windows 10,2.5,1265.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
305,Lenovo,Notebook,15.6,4.0,No OS,2.2,359.99,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Intel
306,HP,2 in 1 Convertible,13.3,16.0,Windows 10,1.28,1975.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.8,256,GB SSD,0,No,Intel
307,Toshiba,Notebook,15.6,8.0,Windows 10,2.2,1043.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
308,Lenovo,Notebook,15.6,8.0,Windows 10,2.3,819.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
309,HP,Notebook,15.6,4.0,Windows 10,1.86,469.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
310,Lenovo,Notebook,13.3,8.0,Windows 10,1.1,999.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
311,Dell,Ultrabook,13.3,16.0,Windows 10,1.21,2499.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.8,1,TB SSD,0,No,Intel
312,MSI,Gaming,15.6,16.0,Windows 10,2.8,2099.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
313,Acer,Notebook,15.6,8.0,Windows 10,2.23,469.0,Full HD,1920.0,1080.0,No,No,No,AMD,2.2,256,GB SSD,0,No,AMD
314,Asus,2 in 1 Convertible,11.6,2.0,Windows 10,1.1,275.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
315,Dell,Notebook,15.6,8.0,Windows 10,2.33,844.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,128,GB SSD,1024,HDD,AMD
316,HP,2 in 1 Convertible,13.3,16.0,Windows 10,1.29,2449.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.8,1,TB SSD,0,No,Intel
317,Lenovo,Notebook,13.3,4.0,Chrome OS,1.45,459.9,Standard,1366.0,768.0,No,No,No,Intel,1.6,16,GB Flash Storage,0,No,Intel
318,HP,Notebook,14.0,8.0,Windows 10,1.95,980.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
319,Acer,Notebook,11.6,4.0,Windows 10,1.4,485.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,128,GB Flash Storage,0,No,Intel
320,HP,Notebook,14.0,8.0,Windows 10,1.48,1292.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
321,Lenovo,Notebook,17.3,4.0,Windows 10,2.79,589.0,Standard,1600.0,900.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
322,Asus,Notebook,14.0,8.0,Windows 10,2.0,1094.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
323,HP,Notebook,15.6,8.0,Windows 10,2.1,902.0,Full HD,1366.0,768.0,No,Yes,No,Intel,1.8,1,TB HDD,0,No,Intel
324,Acer,Notebook,15.6,8.0,Windows 10,2.2,659.0,Standard,1366.0,768.0,No,No,No,AMD,2.7,256,GB SSD,0,No,AMD
325,Lenovo,Notebook,14.0,4.0,Windows 10,1.44,292.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
326,Acer,Notebook,15.6,6.0,Windows 10,2.23,549.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
327,Asus,Ultrabook,15.6,8.0,Windows 10,1.7,1049.9,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Nvidia
328,HP,Ultrabook,12.5,8.0,Windows 10,1.26,1335.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
329,Dell,Notebook,15.6,16.0,Windows 10,2.06,2639.0,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.8,1,TB SSD,0,No,Nvidia
330,MSI,Gaming,17.3,8.0,Windows 10,2.7,1199.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
331,Toshiba,Notebook,15.6,8.0,Windows 10,2.0,943.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
332,Asus,Notebook,14.0,8.0,Windows 10,2.0,1334.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,1024,HDD,Intel
333,Lenovo,Notebook,15.6,4.0,Windows 10,1.85,449.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
334,Asus,Gaming,15.6,8.0,Windows 10,2.5,999.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
335,HP,Notebook,14.0,8.0,Windows 10,1.48,1268.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Intel
336,Dell,Ultrabook,15.6,8.0,Windows 10,1.9,1049.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,128,GB SSD,1024,HDD,Nvidia
337,HP,Notebook,15.6,8.0,Windows 10,1.84,1144.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
338,Asus,Notebook,15.6,4.0,Linux,2.0,274.99,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Intel
