,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_brand,CPU_base_clock_speed,PrimaryStorage,PrimaryStorageType,SecondaryStorage,SecondaryStorageType,GPU_company
678,LG,Ultrabook,15.6,8.0,Windows 10,1.09,2299.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,512,GB SSD,0,No,Intel
679,Acer,Gaming,15.6,16.0,Windows 10,2.5,1299.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
680,MSI,Gaming,15.6,8.0,Windows 10,2.2,997.9,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
681,Asus,Notebook,15.6,4.0,Windows 10,1.86,419.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,128,GB SSD,0,No,Intel
682,Dell,Gaming,15.6,16.0,Windows 10,3.21,2051.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
683,HP,Notebook,17.3,4.0,Windows 10,2.5,699.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.0,256,GB SSD,0,No,AMD
684,Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.19,1499.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.8,512,GB SSD,0,No,Intel
685,Dell,Gaming,15.6,16.0,Windows 10,3.49,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,256,GB SSD,1024,HDD,Nvidia
686,HP,Notebook,15.6,4.0,Windows 10,1.86,612.61,Standard,1366.0,768.0,No,No,No,Intel,2.5,500,GB HDD,0,No,AMD
687,Dell,Notebook,15.6,4.0,Windows 10,2.2,545.67,Standard,1366.0,768.0,No,No,No,Intel,2.0,1,TB HDD,0,No,AMD
688,HP,Notebook,17.3,6.0,Windows 10,2.65,569.0,Full HD,1920.0,1080.0,No,Yes,No,AMD,2.4,2,TB HDD,0,No,AMD
689,Lenovo,Notebook,15.6,4.0,Windows 10,2.1,318.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,500,GB HDD,0,No,Intel
690,Acer,Notebook,14.0,4.0,Chrome OS,1.45,375.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
691,Lenovo,Notebook,14.0,4.0,Windows 10,1.7,699.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
692,HP,Workstation,17.3,8.0,Windows 10,3.14,1907.99,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,500,GB HDD,0,No,Nvidia
693,Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,2590.0,Standard,2560.0,1440.0,Yes,No,No,Intel,2.7,256,GB SSD,0,No,Intel
694,Toshiba,Notebook,13.3,8.0,Windows 10,1.5,973.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
695,Acer,Netbook,11.6,4.0,Windows 10,1.4,269.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
696,Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.38,1749.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,512,GB SSD,0,No,Intel
697,Asus,2 in 1 Convertible,12.5,4.0,Chrome OS,1.2,669.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,0.9,64,GB Flash Storage,0,No,Intel
698,Toshiba,Ultrabook,13.3,16.0,Windows 10,1.36,1877.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.5,512,GB SSD,0,No,Intel
699,HP,Notebook,15.6,4.0,Windows 10,2.1,689.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,500,GB HDD,0,No,AMD
700,Dell,Gaming,15.6,8.0,Windows 10,2.56,819.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
701,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,399.0,Full HD,1920.0,1080.0,No,No,No,AMD,2.9,256,GB SSD,0,No,AMD
702,Lenovo,Notebook,15.6,8.0,Windows 10,2.2,429.0,Standard,1366.0,768.0,No,No,No,AMD,3.6,1,TB HDD,0,No,AMD
703,Lenovo,Notebook,15.6,4.0,Windows 10,2.1,621.45,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,1024,HDD,Intel
704,Lenovo,Notebook,15.6,4.0,No OS,1.9,450.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
705,Dell,Notebook,15.6,8.0,Windows 10,2.18,795.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
706,Acer,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,999.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.6,256,GB SSD,0,No,Intel
707,Lenovo,Workstation,15.6,16.0,Windows 7,2.18,1855.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,512,GB SSD,0,No,Nvidia
708,Lenovo,Notebook,14.0,8.0,Windows 10,1.8,1191.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,256,GB SSD,0,No,Intel
709,HP,Notebook,17.3,6.0,Windows 10,2.71,655.01,Full HD,1920.0,1080.0,No,Yes,No,AMD,2.5,2,TB HDD,0,No,AMD
710,Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1249.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
711,Dell,Notebook,14.0,8.0,Linux,1.64,1089.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
712,Dell,Notebook,15.6,8.0,Linux,1.98,726.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
713,Asus,Notebook,14.0,4.0,Windows 10,1.5,298.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
714,Dell,Notebook,15.6,16.0,Windows 10,1.93,1426.66,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,512,GB SSD,0,No,Intel
715,Lenovo,Notebook,14.0,8.0,Windows 10,1.87,857.07,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
716,Dell,Notebook,15.6,8.0,Windows 10,1.9,1179.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Intel
717,Lenovo,Notebook,15.6,4.0,Windows 10,2.19,298.0,Standard,1366.0,768.0,No,No,No,AMD,2.0,500,GB HDD,0,No,AMD
718,Mediacom,Notebook,14.0,4.0,Windows 10,1.4,265.0,Full HD,1920.0,1200.0,No,Yes,No,Intel,1.92,32,GB HDD,0,No,Intel
719,HP,Notebook,17.3,8.0,Windows 10,2.63,1200.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Nvidia
720,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.17,1686.64,Quad HD+,2560.0,1440.0,No,Yes,No,Intel,2.5,512,GB SSD,0,No,Intel
721,HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.58,836.6,Standard,1366.0,768.0,Yes,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
722,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.32,1499.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
723,Dell,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,4K Ultra HD,3840.0,2160.0,No,No,No,Intel,2.8,1,TB SSD,1024,HDD,Nvidia
724,MSI,Gaming,17.3,8.0,Windows 10,2.7,1348.48,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
725,Lenovo,Notebook,15.6,4.0,No OS,1.9,489.9,Standard,1366.0,768.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
726,Dell,Notebook,15.6,8.0,Windows 10,2.2,719.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,128,GB SSD,1024,HDD,AMD
727,Dell,2 in 1 Convertible,13.3,4.0,Windows 10,1.71,649.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.4,1,TB HDD,0,No,Intel
728,Dell,Notebook,15.6,8.0,Linux,2.32,589.52,Standard,1366.0,768.0,No,No,No,Intel,2.5,1,TB HDD,0,No,AMD
729,HP,Notebook,15.6,4.0,Windows 10,2.1,489.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.0,1,TB HDD,0,No,AMD
730,Acer,Gaming,17.3,16.0,Windows 10,3.78,1935.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.6,128,GB SSD,1024,HDD,Nvidia
731,Dell,Notebook,15.6,12.0,Windows 10,2.25,649.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
732,HP,Notebook,15.6,6.0,Windows 10,2.1,650.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.0,128,GB SSD,1024,HDD,AMD
733,Acer,Notebook,15.6,4.0,Windows 10,2.4,559.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,500,GB HDD,0,No,Intel
734,Lenovo,Notebook,13.3,8.0,Windows 10,1.44,960.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
735,Lenovo,Notebook,15.6,4.0,Windows 10,1.85,779.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Intel
736,HP,Workstation,15.6,16.0,Windows 10,2.6,2419.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
737,Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.55,659.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.6,1,TB HDD,0,No,Intel
738,MSI,Gaming,15.6,16.0,Windows 10,1.8,2094.48,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
739,Acer,Notebook,15.6,4.0,Windows 10,2.4,410.8,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
740,Dell,Notebook,15.6,8.0,Windows 10,2.0,1207.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,128,GB SSD,1024,HDD,Nvidia
741,Dell,Notebook,15.6,8.0,Windows 10,2.0,665.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,256,GB SSD,0,No,Intel
742,Toshiba,Notebook,14.0,8.0,Windows 10,1.25,1535.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
743,Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.7,999.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.5,256,GB SSD,0,No,Intel
744,Lenovo,Workstation,15.6,16.0,Windows 10,2.5,2711.2200000000007,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.8,1,TB SSD,0,No,Nvidia
745,Acer,Notebook,14.0,2.0,Chrome OS,1.68,330.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
746,Samsung,Ultrabook,13.3,16.0,Windows 10,0.97,1649.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
747,HP,Notebook,15.6,8.0,Windows 10,1.86,539.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,256,GB SSD,0,No,Intel
748,Dell,Notebook,14.0,8.0,Windows 10,1.6,1126.71,Standard,1366.0,768.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
749,HP,Workstation,17.3,16.0,Windows 7,3.0,2711.2200000000007,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.9,256,GB SSD,0,No,Nvidia
750,Lenovo,Netbook,11.6,4.0,Windows 10,1.4,475.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.6,128,GB SSD,0,No,Intel
751,HP,Notebook,15.6,8.0,Windows 10,1.84,1900.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.4,256,GB SSD,0,No,Intel
752,Asus,Notebook,15.6,4.0,No OS,2.45,579.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,1,TB HDD,0,No,Nvidia
753,Lenovo,Ultrabook,14.0,4.0,Windows 10,1.7,1096.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,180,GB SSD,0,No,Intel
754,Asus,Notebook,15.6,4.0,Windows 10,2.37,849.9,Standard,1366.0,768.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
755,Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,1199.0,Quad HD+,3200.0,1800.0,Yes,Yes,No,Intel,1.8,256,GB SSD,0,No,Intel
756,HP,Notebook,15.6,8.0,Windows 10,2.2,1099.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
757,HP,Workstation,15.6,8.0,Windows 7,2.59,1561.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Nvidia
758,Dell,Gaming,15.6,16.0,Windows 10,3.78,2711.2200000000007,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
759,Acer,Notebook,15.6,4.0,Windows 10,2.1,599.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
760,Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1048.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
761,Dell,Ultrabook,12.5,16.0,Windows 10,1.18,1859.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Intel
762,Google,Ultrabook,12.3,8.0,Chrome OS,1.1,1559.0,Standard,2400.0,1600.0,Yes,No,No,Intel,1.2,256,GB SSD,0,No,Intel
763,Asus,Ultrabook,13.3,8.0,Windows 10,1.2,1129.0,Quad HD+,3200.0,1800.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
764,Dell,Notebook,13.3,4.0,Windows 10,1.65,849.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
765,Acer,Notebook,13.3,4.0,Windows 10,1.6,655.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,128,GB SSD,0,No,Intel
766,Asus,Notebook,17.3,4.0,Windows 10,2.8,470.34,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Nvidia
767,Dell,Gaming,15.6,16.0,Windows 10,2.72,1099.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,2.6,128,GB SSD,1024,HDD,Nvidia
768,Samsung,Ultrabook,13.3,8.0,Windows 10,1.31,1599.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,256,GB SSD,0,No,Intel
769,Acer,Notebook,15.6,4.0,Linux,2.1,298.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Intel
770,Dell,Notebook,15.6,16.0,Windows 10,2.3,1181.27,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,AMD
771,Samsung,2 in 1 Convertible,15.0,16.0,Windows 10,1.71,1799.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,256,GB SSD,0,No,AMD
772,Toshiba,Notebook,14.0,4.0,Windows 10,1.75,1020.0,Standard,1366.0,768.0,No,Yes,No,Intel,2.3,128,GB SSD,0,No,Intel
773,Dell,Gaming,15.6,8.0,Windows 10,2.62,1099.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB HDD,0,No,Nvidia
774,HP,Ultrabook,12.5,4.0,Windows 10,1.26,1244.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,256,GB SSD,0,No,Intel
775,Asus,2 in 1 Convertible,15.6,12.0,Windows 10,2.3,839.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,2,TB HDD,0,No,Nvidia
776,Lenovo,Notebook,15.6,16.0,Windows 7,2.5,2370.0,4K Ultra HD,3840.0,2160.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Nvidia
777,Acer,Notebook,14.0,4.0,Windows 10,1.8,636.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.4,128,GB SSD,0,No,Intel
778,Razer,Gaming,14.0,16.0,Windows 10,1.95,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
779,Asus,Notebook,15.6,8.0,Windows 10,2.0,581.9,Standard,1920.0,1080.0,No,No,No,Intel,1.1,128,GB SSD,0,No,Intel
780,Dell,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,1,TB SSD,1024,HDD,Nvidia
781,Asus,Gaming,17.3,16.0,Windows 10,3.78,2350.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.6,256,GB SSD,1024,HDD,Nvidia
782,Toshiba,Ultrabook,14.0,16.0,Windows 10,1.47,1764.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.6,512,GB SSD,0,No,Nvidia
783,Lenovo,Notebook,15.6,8.0,No OS,2.2,329.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,1,TB HDD,0,No,Intel
784,Lenovo,Ultrabook,14.0,16.0,Windows 10,1.7,2299.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Intel
785,MSI,Gaming,14.0,16.0,Windows 10,1.6,1891.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
786,MSI,Gaming,15.6,8.0,Windows 10,2.2,1089.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
787,Lenovo,Gaming,15.6,4.0,Windows 10,2.4,999.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,1,TB HDD,0,No,Nvidia
788,Acer,Gaming,17.3,16.0,Windows 10,3.78,2299.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
789,Dell,Gaming,15.6,8.0,Windows 10,2.62,985.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
790,Asus,Gaming,15.6,8.0,Windows 10,2.24,1339.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
791,Vero,Notebook,14.0,4.0,Windows 10,1.22,229.0,Standard,1920.0,1080.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
792,Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1970.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
793,Lenovo,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,959.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.5,256,GB SSD,0,No,AMD
794,Apple,Ultrabook,12.0,8.0,Mac OS X,0.97,1165.0,Standard,2304.0,1440.0,No,Yes,Yes,Intel,1.2,512,GB Flash Storage,0,No,Intel
795,Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,2330.0,Standard,2560.0,1440.0,Yes,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
796,Asus,Notebook,14.0,4.0,Windows 10,1.63,299.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
797,Dell,Notebook,15.6,8.0,Windows 10,1.95,810.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,128,GB SSD,0,No,Intel
798,Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,1349.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
799,Dell,Notebook,15.6,8.0,Windows 10,2.0,739.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,256,GB SSD,0,No,AMD
800,HP,Workstation,15.6,8.0,Windows 10,3.14,2064.9,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
801,Asus,Notebook,15.6,8.0,Windows 10,2.37,1099.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
802,Dell,Ultrabook,13.3,8.0,Windows 10,1.29,1499.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
803,Dell,Notebook,15.6,8.0,Windows 10,2.06,1749.0,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
804,Dell,Netbook,11.6,4.0,Windows 10,1.63,744.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,128,GB SSD,0,No,Intel
805,HP,Netbook,12.5,8.0,Windows 10,1.26,1389.0,Standard,1366.0,768.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Intel
806,Toshiba,Notebook,15.6,4.0,Windows 10,2.1,780.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,500,GB HDD,0,No,Intel
807,HP,Notebook,15.6,8.0,Windows 10,2.04,629.0,Standard,1366.0,768.0,No,No,No,AMD,2.5,2,TB HDD,0,No,AMD
808,Dell,Gaming,15.6,16.0,Windows 10,2.62,1679.0,4K Ultra HD,3840.0,2160.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
809,Lenovo,Notebook,15.6,4.0,Windows 10,2.4,609.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
810,HP,Gaming,17.3,12.0,Windows 10,3.74,1749.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,1,TB HDD,0,No,AMD
811,MSI,Gaming,17.3,16.0,Windows 10,2.9,2415.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,1024,HDD,Nvidia
812,Samsung,Ultrabook,13.3,8.0,Windows 10,0.97,1499.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
813,Dell,Notebook,15.6,8.0,Windows 10,1.98,961.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Nvidia
814,Dell,Notebook,15.6,8.0,Windows 10,2.18,789.81,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,AMD
815,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.32,1859.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
816,Razer,Ultrabook,12.5,16.0,Windows 10,1.29,1799.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,2.5,512,GB SSD,0,No,Intel
817,HP,Netbook,11.6,4.0,Chrome OS,1.23,385.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,16,GB Flash Storage,0,No,Intel
818,Dell,Gaming,17.3,16.0,Windows 10,3.78,2505.02,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
819,Dell,Notebook,14.0,4.0,Windows 10,1.76,755.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,500,GB HDD,0,No,Intel
820,Lenovo,Notebook,15.6,4.0,Windows 10,2.1,489.9,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
821,Toshiba,Ultrabook,14.0,4.0,Windows 10,1.25,1090.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,128,GB SSD,0,No,Intel
822,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,2499.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
823,MSI,Gaming,15.6,8.0,Windows 10,2.4,1199.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
824,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,1875.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB Flash Storage,0,No,Intel
825,Toshiba,Notebook,14.0,4.0,Windows 10,1.75,499.0,Standard,1366.0,768.0,No,No,No,Intel,2.1,128,GB SSD,0,No,Intel
826,Asus,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,1358.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.5,256,GB SSD,0,No,Intel
827,Dell,Notebook,14.0,4.0,Windows 10,1.76,585.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
828,Acer,Netbook,11.6,4.0,Chrome OS,1.35,355.0,Standard,1366.0,768.0,No,Yes,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
829,Acer,Notebook,14.0,8.0,Windows 10,1.5,619.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.4,128,GB SSD,0,No,Intel
830,Razer,Gaming,17.3,16.0,Windows 10,3.49,2711.2200000000007,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.9,512,GB SSD,0,No,Nvidia
831,Lenovo,Ultrabook,14.0,16.0,Windows 10,1.1,2099.0,Quad HD+,2560.0,1440.0,No,Yes,No,Intel,2.6,512,GB SSD,0,No,Intel
832,Asus,Notebook,15.6,4.0,Linux,2.1,519.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
833,Lenovo,Notebook,14.0,8.0,Windows 10,1.7,1186.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,256,GB SSD,0,No,Intel
834,Lenovo,Notebook,14.0,8.0,Windows 10,1.32,1650.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.6,256,GB SSD,0,No,Intel
835,Dell,Gaming,15.6,16.0,Windows 10,3.21,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
836,Asus,Gaming,17.3,16.0,Windows 10,2.9,2419.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
837,Toshiba,Notebook,15.6,4.0,Windows 10,2.0,669.0,Standard,1366.0,768.0,No,No,No,Intel,2.4,500,GB HDD,0,No,Intel
838,Lenovo,Notebook,14.0,4.0,Chrome OS,1.5,325.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,16,GB Flash Storage,0,No,Intel
839,Asus,Notebook,15.6,8.0,Windows 10,2.3,590.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB HDD,0,No,Intel
840,Asus,Gaming,17.3,16.0,Windows 10,2.73,1799.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,512,GB SSD,1024,HDD,Nvidia
841,Dell,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,512,GB SSD,1024,HDD,Nvidia
842,HP,Notebook,17.3,8.0,Windows 10,2.63,910.0,Standard,1600.0,900.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
843,Dell,Notebook,15.6,8.0,Windows 10,2.18,713.99,Standard,1366.0,768.0,No,No,No,Intel,2.5,128,GB SSD,0,No,Intel
844,HP,Ultrabook,14.0,8.0,Windows 7,1.54,1870.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,512,GB SSD,0,No,Intel
845,Dell,Notebook,15.6,4.0,Windows 10,2.18,739.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,AMD
846,HP,2 in 1 Convertible,11.6,4.0,Chrome OS,1.4,615.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
